ship_id,weapon_system,fire_arc,point_blank,short,long,extreme,ad,ap,dd,traits
418,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,-
418,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
418,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
418,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
419,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,-
419,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
419,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
419,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
420,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,-
420,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
420,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
420,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
421,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,-
421,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
421,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
421,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
422,Light Guns (3 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",2,-2,1,"DP, Weak"
422,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, One-Shot, Wakeless"
422,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
423,Light Guns (3 x 5-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",2,-2,1,"DP, Weak"
423,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, One-Shot, Wakeless"
423,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
424,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,Weak
424,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
424,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
424,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
425,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,Weak
425,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
426,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,Weak
426,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
427,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,Weak
427,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
428,Light Guns (1 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,"Weak, Slow-Loading"
428,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
428,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
429,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,Weak
429,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
429,Port/Starboard Type 6 Torpedoes,"Port, Starboard","3""","6""","9""","12""",2,-,2,"Devastating, One-Shot"
429,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
430,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",2,-2,1,Weak
430,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
430,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
430,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
431,Light Guns (2 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
431,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
431,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
432,Light Guns (2 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
432,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
432,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
433,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
433,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
433,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
434,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
434,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
434,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
434,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
435,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
435,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
435,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
435,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
436,Light Guns (3 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
436,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
436,Port/Starboard Type 90 Torpedoes,"Port, Starboard","3""","6""","9""","12""",3,-,3,"Devastating, One-Shot"
436,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
437,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
437,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
437,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
437,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
437,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
438,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
438,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
438,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
438,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",5,-,3,"Devastating, One-Shot, Wakeless"
438,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
439,Light Guns (5 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,Weak
439,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
439,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
439,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
440,Light Guns (5 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
440,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
440,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
440,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
441,Light Guns (4 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-2,1,Weak
441,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
441,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, One-Shot, Wakeless"
441,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
442,Light Guns (4 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-2,1,Weak
442,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
442,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, One-Shot, Wakeless"
442,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
443,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
443,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
443,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
443,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
444,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
444,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
444,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
444,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
445,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
445,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
445,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
445,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
446,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
446,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
446,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
446,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
447,Light Guns (6 x 5-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",3,-2,1,"DP, Weak"
447,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
447,Port/Starboard Type 93 Torpedoes,"Port, Starboard","8""","17""","25""","34""",4,-,3,"Devastating, Slow-Loading, Wakeless"
447,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (2)
448,Light Guns (3 x 4-inch),"Fore, Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,Weak
448,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
449,Light Guns (1 x 5-inch),"Aft, Port, Starboard","2""","4""","6""","8""",1,-2,1,Weak
449,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
450,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
450,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
451,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,Weak
451,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",2,-,-,Local (1)
452,Light Guns (8 x 6-inch),"Fore, Aft, Port, Starboard","3""","6""","9""","13""",6,-2,1,"Restricted, Weak"
452,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
453,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
453,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
454,Light Guns (1 x 4-inch),"Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,"Weak, Slow-Loading"
454,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
455,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","8""","12""","16""",1,-2,1,"Weak, Slow-Loading"
455,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
456,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
456,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
457,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
457,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",3,-,-,Local (1)
458,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","16""",2,-2,1,"Restricted, Weak"
458,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
459,Light Guns (1 x 4-inch),"Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,"Weak, Slow-Loading"
459,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (0)
460,Light Guns (1 x 4-inch),"Aft, Port, Starboard","3""","6""","9""","12""",1,-2,1,"Weak, Slow-Loading"
460,AA Battery,"Fore, Aft, Port, Starboard",-,-,-,-,-,-,-,Local (1)
461,Light Guns (1 x 5-inch),"Aft, Port, Starboard","4""","9""","13""","18""",1,-2,1,"DP, Slow-Loading, Weak"
461,AA Battery,"Fore, Aft, Port, Starboard","1""","3""","4""","6""",1,-,-,Local (1)
462,A Turret (3 x 5.9-inch),"Fore, Port, Starboard","6""","13""","19""","26""",2,-1,1,Fast Track
462,X Turret (2 x 5.9-inch),"Aft, Port, Starboard","6""","13""","19""","26""",1,-1,1,"Fast Track, Twin-Linked"
462,Y Turret (2 x 5.9-inch),"Aft, Port, Starboard","6""","13""","19""","26""",1,-1,1,"Fast Track, Twin-Linked"
462,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",2,-,-,Local (1)
463,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","24""",5,-1,1,-
463,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
464,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","24""",5,-1,1,-
464,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
465,Light Guns (10 x 5.9-inch),"Fore, Aft, Port, Starboard","6""","12""","18""","24""",5,-1,1,-
465,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
466,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
466,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
466,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
466,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
467,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
467,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
467,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
467,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
468,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
468,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
468,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
468,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
469,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
469,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
469,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
469,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
470,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
470,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
470,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
470,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
471,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
471,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
471,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
471,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
472,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
472,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
472,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
472,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
473,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
473,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
473,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
473,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
474,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
474,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
474,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
474,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
475,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
475,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
475,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
475,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
476,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
476,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
476,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
476,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
477,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
477,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
477,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
477,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
478,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
478,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
478,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
478,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
479,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
479,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
479,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
479,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
480,Light Guns (4 x 4.7-inch),"Fore, Aft, Port, Starboard","5""","10""","15""","20""",2,-1,1,Weak
480,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
480,Port / Starboard IV53 Torpedoes,"Port, Starboard","2""","5""","7""","10""",3,-,3,"Devastating, One-Shot"
480,AA Battery,"Fore, Aft, Port, Starboard","1""","2""","3""","5""",1,-,-,Local (1)
481,Light Guns (6 x 4.7-inch),"Fore, Aft, Port, Starboard","4""","8""","12""","17""",3,-2,1,Weak
481,Port / Starboard MK IX Torpedoes,"Fore, Aft, Port, Starboard","3""","6""","9""","12""",5,-,3,"Devastating, One-Shot"
481,Port / Starboard V53 Torpedoes,"Fore, Aft, Port, Starboard","3""","6""","9""","12""",5,-,3,"Devastating, One-Shot"
